"Mayo Test ID","Test Name","CPT Code"
"ORXNA","Orexin-A/Hypocretin-1, Spinal Fluid","83519"
"TOSU","Targeted Opioid Screen, Random, Urine","G0481 80364 (if appropriate for select payers)"
"TBSU","Targeted Benzodiazepine Screen, Random, Urine","G0480
  80347 (if appropriate for select payers)
  Clinical Toxicology CPT Code Client Guidance"
"ULFAT","Cryptococcus Antigen Titer, Lateral Flow Assay, Urine","87899"
"HCVDR","Hepatitis C Virus Genotypic Antiviral Drug Resistance, Serum","87900
  87902
  87999 (if appropriate for government payers)"
"VWFMP","von Willebrand Factor Multimer Analysis, Plasma","85247"
"NPM1Q","Nucleophosmin (NPM1) Mutation Analysis, Varies","81310-NPM1 (nucleophosmin) (eg, acute myeloid leukemia) gene analysis; exon 12 variants"
"HG34W","Histone 3.3 G34W (H3F3A G34W) Immunostain, Technical Component Only","88342-TC, Primary
  88341-TC, If additional IHC"
"HK36M","Histone H3 K36M Mutant (H3F3 K36M) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MPSER","Mucopolysaccharides Quantitative, Serum","83864"
"AERMC","Aeromonas Culture, Feces","87046-Aeromonas Culture, Feces-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"AMISO","Amylase, Isoenzymes, Serum","82150 x 2"
"HTLVC","Human T-Cell Lymphotropic Virus Types 1 and 2 (HTLV-1/-2) Antibody Screen with Confirmation, Spinal Fluid","86790
  86689 (if appropriate)"
"HTLLC","Human T-Cell Lymphotropic Virus Types 1 and 2 (HTLV-1/-2) Antibody Confirmation, Spinal Fluid","86689"
"NMHR","N-Methylhistamine, Random, Urine","82542
  82570"
"A1AFS","Alpha-1-Antitrypsin Clearance, Feces and Serum","82103 x 2"
"ACC","Adrenal Mass Panel, 24 Hour, Urine","0015M"
"VITB3","Vitamin B3 and Metabolites, Plasma","84591"
"HK27M","Histone H3 K27M Mutant (H3 K27M) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"VWD8B","von Willebrand Disease 2N (Subtype Normandy), Plasma","85246"
"NMHR1","N-Methylhistamine, Random, Urine","82542"
"MUCN2","Mucin 2, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MUCN5","Mucin 5AC, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"MUCN6","Mucin 6, Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"VITAP","Vitamin A, Serum","84590"
"MAS1","Myelopathy, Autoimmune/Paraneoplastic Evaluation, Serum","86255 x 16
  86053
  84182
  86363
  86341
  84182 AGNBS (if appropriate)
  86256 AGNTS (if appropriate)
  86255 AINCS (if appropriate)
  84182 AMIBS (if appropriate)
  84182 AN1BS (if appropriate)
  86256 AN1TS (if appropriate)
  84182 AN2BS (if appropriate)
  86256 AN2TS (if appropriate)
  86256 AN3TS (if appropriate)
  86255 APBCS (if appropriate)
  86256 APBTS (if appropriate)
  86256 APHTS (if appropriate)
  86256 CRMTS (if appropriate) 86256 DPPTS (if appropriate)
  86256 GABIS (if appropriate)
  86255 GFACS (if appropriate)
  86256 GFATS (if appropriate)
  86255 GL1CS (if appropriate)
  86256 GL1TS (if appropriate)
  86363 MOGTS (if appropriate)
  86255 NCDCS (if appropriate)
  86256 NCDTS (if appropriate)
  86255 NFHCS (if appropriate)
  86255 NFLCS (if appropriate)
  86256 NIFTS (if appropriate) 86053 NMOTS (if appropriate)
  84182 PC1BS (if appropriate)
  86256 PC1TS (if appropriate)
  86256 PC2TS (if appropriate)
  86255 SP7CS (if appropriate)
  86256 SP7TS (if appropriate)
  86255 T46CS (if appropriate)
  86256 T46TS (if appropriate)"
"MAC1","Myelopathy, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","86255 x 16
  86053
  86341
  84182
  84182 AGNBC (if appropriate)
  86256 AGNTC (if appropriate)
  86255 AINCC (if appropriate)
  84182 AMIBC (if appropriate)
  84182 AN1BC (if appropriate)
  86256 AN1TC (if appropriate)
  84182 AN2BC (if appropriate)
  86256 AN2TC (if appropriate)
  86256 AN3TC (if appropriate)
  86255 APBCC (if appropriate)
  86256 APBTC (if appropriate)
  86256 APHTC (if appropriate)
  86256 CRMTC (if appropriate)
  86256 DPPTC (if appropriate)
  86256 GABIC (if appropriate)
  86255 GFACC (if appropriate)
  86256 GFATC (if appropriate)
  86255 GL1CC (if appropriate)
  86256 GL1TC (if appropriate)
  86255 NCDCC (if appropriate)
  86256 NCDTC (if appropriate)
  86255 NFHCC (if appropriate)
  86255 NFLCC (if appropriate)
  86256 NIFTC (if appropriate)
  86053 NMOTC (if appropriate)
  84182 PC1BC (if appropriate)
  86256 PC1TC (if appropriate)
  86256 PC2TC (if appropriate)
  86255 SP7CC (if appropriate)
  86256 SP7TC (if appropriate)
  86255 T46CC (if appropriate)
  86256 T46TC (if appropriate)"
"PCDES","Pediatric Autoimmune Encephalopathy/CNS Disorder Evaluation, Serum","86341
  86363
  86053
  86255 x 11
  86256 AMPIS (if appropriate)
  84182 AN1BS (if appropriate)
  86256 AN1TS (if appropriate)
  84182 AN2BS (if appropriate)
  86256 DPPTS (if appropriate)
  86256 GABIS (if appropriate)
  86255 GFACS (if appropriate)
  86256 GFATS (if appropriate)
  86255 GL1CS (if appropriate)
  86256 GL1TS (if appropriate)
  86363 MOGTS (if appropriate)
  86255 NCDCS (if appropriate)
  86256 NCDTS (if appropriate)
  86256 NMDIS (if appropriate)
  86053 NMOTS (if appropriate)
  84182 PCTBS (if appropriate)
  86256 PCTTS (if appropriate)"
"PCDEC","Pediatric Autoimmune Encephalopathy/CNS Disorder Evaluation, Spinal Fluid","86255 x 11
  86341
  86053
  86256 AMPIC (if appropriate)
  84182 AN1BC (if appropriate)
  86256 AN1TC (if appropriate)
  84182 AN2BC (if appropriate)
  86256 DPPTC (if appropriate)
  86256 GABIC (if appropriate)
  86255 GFACC (if appropriate)
  86256 GFATC (if appropriate)
  86255 GL1CC (if appropriate)
  86256 GL1TC (if appropriate)
  86255 NCDCC (if appropriate)
  86256 NCDTC (if appropriate)
  86256 NMDIC (if appropriate)
  86053 NMOTC (if appropriate)
  84182 PCTBC (if appropriate)
  86256 PCTTC (if appropriate)"
"GFATS","Glial Fibrillary Acidic Protein Alpha Subunit Antibody, Immunofluorescence Titer Assay, Serum","86256"
"GFATC","Glial Fibrillary Acidic Protein Alpha Subunit Antibody, Immunofluorescence Titer Assay, Spinal Fluid","86256"
"NMH24","N-Methylhistamine, 24 Hour, Urine","82542"
"CLIR","CLIR Supplemental Report",""
"NMH1D","N-Methylhistamine, 24 Hour, Urine","82542"
"BTIA1","T-Cell Intracellular Antigen 1 (TIA-1) Immunostain, Bone Marrow, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"BFBL","Bilirubin, Body Fluid","82247"
"MTAP","Methylthioadenosine Phosphorylase (MTAP), Diagnostic, Immunostain, Tech Only","88342-TC, primary
  88341-TC, if additional IHC"
"CFMP","Cystic Fibrosis, CFTR Gene, Variant Panel, Varies","81220
  81222"
"CGPH","Custom Gene Panel, Hereditary, Next-Generation Sequencing, Varies","CPT codes are based on the gene content of the custom gene panel. Refer to the Custom Gene Ordering Tool for custom gene panel specific CPT code information.
  81165 (if appropriate)
  81166 (if appropriate)
  81167 (if appropriate)
  81162 (if appropriate)
  81201 (if appropriate)
  81216 (if appropriate)
  81218 (if appropriate)
  81223 (if appropriate)
  81249 (if appropriate)
  81252 (if appropriate)
  81286 (if appropriate)
  81292 (if appropriate)
  81295 (if appropriate)
  81298 (if appropriate)
  81307 (if appropriate)
  81317 (if appropriate)
  81319 (if appropriate)
  81321 (if appropriate)
  81329 (if appropriate)
  81351 (if appropriate)
  81403 (if appropriate)
  81404 (if appropriate)
  81405 (if appropriate)
  81406 (if appropriate)
  81407 (if appropriate)
  81408 (if appropriate)
  81430 (if appropriate)
  81431 (if appropriate)
  81440 (if appropriate)
  81441 (if appropriate)
  81443 (if appropriate)
  81448 (if appropriate)
  81479 (if appropriate)
  81189 (if appropriate)
  81419 (if appropriate)"
"THSIF","Thrombospondin Type 1 Domain Containing 7A (THSD7A), Immunofluorescence","88346-Primary IF
  88350-If additional IF"
"APOL1","APOL1 Genotype, Varies","81479"
"BTB46","ZBTB46 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"BCOR","BCOR Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"VITAE","Vitamin A and Vitamin E, Serum","84446
  84590"
"KIDST","Kidney Stone Analysis","82365"
"TULAB","Francisella tularensis Antibody, IgM and IgG, ELISA, Serum","86668 x 2"
"TULM","Francisella tularensis Antibody, IgM, ELISA, Serum","86668"
"TULG","Francisella tularensis Antibody, IgG, ELISA, Serum","86668"
"TULI","Francisella tularensis Antibody, IgM and IgG, Technical Interpretation, Serum",""
"MA2ES","Ma2 Antibody by ELISA, Serum","83516"
"MA2EC","Ma2 Antibody, ELISA, Spinal Fluid","83516"
"PCPDS","Plasma Cell Proliferative Disorder, High Risk with Reflex Probes, Diagnostic FISH Evaluation, Bone Marrow","88271 x 2, 88274, 88291-FISH Probe, Analysis, Interpretation; 1 probe set
  88271 x 2, 88274-FISH Probe, Analysis; each additional probe set (if appropriate)"
"MPCDS","mSMART, Plasma Cell Proliferative Disorder, FISH, Bone Marrow","88271 x 2, 88274, 88291-FISH Probe, Analysis, Interpretation; 1 probe set
  88271 x 2, 88274-FISH Probe, Analysis; each additional probe set (if appropriate)"
"CMMPP","Cobalamin, Methionine, and Methylmalonic Acid Pathways, Plasma","83090
  83918
  82136
  82542 (if appropriate for government payers)"
"CMMPS","Cobalamin, Methionine, and Methylmalonic Acid Pathways, Serum","83090
  83918
  82136
  82542 (if appropriate for government payers)"
"CRDPP","Creatine Disorders Panel, Plasma","82540
    82565
  82542"
"CRDPS","Creatine Disorders Panel, Serum","82540
    82565
  82542"
"PSYR","Psychosine, Whole Blood","82542"
"PSYCF","Psychosine, Spinal Fluid","82542"
"CTSU","Ceramide Trihexosides and Sulfatides, Random, Urine","83789"
"MCSTP","MayoComplete Solid Tumor Panel, Next-Generation Sequencing, Tumor","81459
  88381-Microdissection, manual"
"PM3CX","Lymph3Cx Assay, Primary Mediastinal Large B-cell Lymphoma and Diffuse Large B-cell Lymphoma, mRNA Gene Expression, NanoString, Tissue","0120U
  88381"
"LSD6W","Lysosomal Disorders, Six-Enzyme Panel, Leukocytes","82657
  82963
  83789 (if appropriate for government payers)
  82542 (if appropriate)"
"MDS2","Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Serum","86596
  86255 x 26
  84182
  86341
  0432U
  84182 AGNBS (if appropriate)
  86256 AGNTS (if appropriate)
  86255 AINCS (if appropriate)
  84182 AMIBS (if appropriate)
  86256 AMPIS (if appropriate)
  84182 AN1BS (if appropriate)
  86256 AN1TS (if appropriate)
  84182 AN2BS (if appropriate)
  86256 AN2TS (if appropriate)
  86256 AN3TS (if appropriate)
  86255 APBCS (if appropriate)
  86256 APBTS (if appropriate)
  86256 APHTS (if appropriate)
  86256 CRMTS (if appropriate)
  86256 DPPTS (if appropriate)
  86256 GABIS (if appropriate)
  86255 GFACS (if appropriate)
  86256 GFATS (if appropriate)
  86255 GL1CS (if appropriate)
  86256 GL1TS (if appropriate)
  86255 GRFCS (if appropriate)
  86256 GRFTS (if appropriate)
  86256 IG5TS (if appropriate)
  86255 ITPCS (if appropriate)
  86256 ITPTS (if appropriate)
  86256 K11TS (if appropriate)
  86255 NCDCS (if appropriate)
  86256 NCDTS (if appropriate)
  86255 NFHCS (if appropriate)
  86255 NFLCS (if appropriate)
  86256 NIFTS (if appropriate)
  86256 NMDIS (if appropriate)
  84182 PC1BS (if appropriate)
  86256 PC1TS (if appropriate)
  86256 PC2TS (if appropriate)
  84182 PCTBS (if appropriate)
  86256 PCTTS (if appropriate)
  86256 PDETS (if appropriate)
  86255 SP5CS (if appropriate)
  86256 SP5TS (if appropriate)
  86255 SP7CS (if appropriate)
  86256 SP7TS (if appropriate)
  86255 T46CS (if appropriate)
  86256 T46TS (if appropriate)"
"MDC2","Movement Disorder, Autoimmune/Paraneoplastic Evaluation, Spinal Fluid","86255 x26
  84182
  86341
  0432U
  84182-AGNBC (if appropriate)
  86256-GNTC (if appropriate)
  86255-AINCC (if appropriate)
  84182-AMIBC (if appropriate)
  86256-AMPIC (if appropriate)
  84182-AN1BC (if appropriate)
  86256-AN1TC (if appropriate)
  84182-AN2BC (if appropriate)
  86256-AN2TC (if appropriate)
  86256-AN3TC (if appropriate)
  86255-APBCC (if appropriate)
  86256-APBTC (if appropriate)
  86256-APHTC (if appropriate)
  86256-CRMTC (if appropriate)
  86256-DPPTC (if appropriate)
  86256-GABIC (if appropriate)
  86255-GFACC (if appropriate)
  86256-GFATC (if appropriate)
  86255-GL1CC (if appropriate)
  86256-GL1TC (if appropriate)
  86255-GRFCC (if appropriate)
  86256-GRFTC (if appropriate)
  86256-IG5TC (if appropriate)
  86255-ITPCC (if appropriate)
  86256-ITPTC (if appropriate)
  86256-K11TC (if appropriate)
  86255-NCDCC (if appropriate)
  86256-NCDTC (if appropriate)
  86255-NFHCC (if appropriate)
  86255-NFLCC (if appropriate)
  86256-NIFTC (if appropriate)
  86256-NMDIC (if appropriate)
  84182-PC1BC (if appropriate)
  86256-PC1TC (if appropriate)
  86256-PC2TC (if appropriate)
  84182-PCTBC (if appropriate)
  86256-PCTTC (if appropriate)
  86256-PDETC (if appropriate)
  86255-SP5CC (if appropriate)
  86256-SP5TC (if appropriate)
  86255-SP7CC (if appropriate)
  86256-SP7TC (if appropriate)
  86255-T46CC (if appropriate)
  86256-T46TC (if appropriate)"
"CAMPC","Campylobacter Culture, Feces","87046-Campylobacter Culture, Stool-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"E157C","Escherichia coli O157:H7 Culture, Feces","87046-Escherichia coli O157:H7 Culture, Stool-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87147-Serologic Agglut Method 2 Ident (if appropriate)
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"SALMC","Salmonella Culture, Feces","87046-Salmonella Culture, Stool-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87147 x 1-3-Serologic Agglut Method 1 Ident (if appropriate) 
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"SHIGC","Shigella Culture, Feces","87046-Shigella Culture, Stool-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87147 x 4-Serologic Agglut Method 3 Ident (if appropriate)
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"YERSC","Yersinia Culture, Feces","87046-Yersinia Culture, Stool-with isolation and preliminary examination
  87077-Bacteria Identification (if appropriate)
  87153-Aerobe Ident by Sequencing (if appropriate)
  87077-Additional Identification Procedure (if appropriate)
  87077-Ident by MALDI-TOF mass spec (if appropriate)"
"CAIX","Carbonic Anhydrase IX (CA-IX) Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"AGAW","Alpha-Galactosidase, Leukocytes","82657"
"ASMW","Acid Sphingomyelinase, Leukocytes","82657"
"GAAW","Acid Alpha-Glucosidase, Leukocytes","82657"
"GALCW","Galactocerebrosidase, Leukocytes","82657"
"GBAW","Beta-Glucosidase, Leukocytes","82963"
"IDUAW","Alpha-L-Iduronidase, Leukocytes","82657"
"GALCR","Galactocerebrosidase Reflex, Leukocytes","82542"
"GAAWR","Acid Alpha-Glucosidase Reflex, Leukocytes","82542"
"MPSQU","Mucopolysaccharides Quantitative, Random, Urine","83864
  82570"
"IHCFH","Fumarate Hydratase Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"GALMP","Galactosemia, GALT Gene, Variant Panel, Varies","81401"
"COSY","Cobalt, Synovial Fluid","83018"
"CRSY","Chromium, Synovial Fluid","82495"
"RLTE4","Leukotriene E4, Random, Urine","82542
  82570"
"TLTE4","Leukotriene E4, 24 Hour, Urine","82542"
"23BPR","2,3-Dinor 11 Beta-Prostaglandin F2 Alpha, Random, Urine","84150
  82570"
"23BPT","2,3-Dinor 11 Beta-Prostaglandin F2 Alpha, 24 Hour, Urine","84150"
"DENGC","Dengue Virus, Molecular Detection, PCR, Spinal Fluid","87798"
"DENGS","Dengue Virus, Molecular Detection, PCR, Serum","87798"
"CRCOF","Chromium and Cobalt, Synovial Fluid","83018
  82495"
"POXA1","Oxalate, Plasma","83945"
"DOXA1","Oxalate Analysis, Hemodialysate","83945"
"EURO","Phospholipase A2 Receptor, Enzyme Linked Immunosorbent Assay, Serum","83520"
"SULFU","Sulfate, 24 Hour, Urine","84392"
"UOSMU","Osmolality, Random, Urine","83935"
"UPH24","pH, 24 Hour, Urine","83986"
"UPHB","pH, Body Fluid","83986"
"SKETC","Ketones, Urine","81003"
"SGUR","Specific Gravity, Random, Urine",""
"C2729","Breast Carcinoma-Associated Antigen, Serum","86300"
"HCCGS","Hepatocellular Carcinoma Risk Panel with GALAD Score, Serum","82107
  83951"
"IEHCG","Interference Evaluation Heterophile, Beta-Human Chorionic Gonadotropin, Serum","84702 x 2"
"AMBF","Amylase, Body Fluid","82150"
"CRBF","Creatinine, Body Fluid","82570"
"PCHE1","Pseudocholinesterase, Total, Serum","82480"
"LDBF","Lactate Dehydrogenase (LDH), Body Fluid","83615"
"LPSBF","Lipase, Body Fluid","83690"
"CITR2","Citrate Concentration, Random, Urine","82507"
"RAT10","Citrate/Creatinine Ratio, Urine","82507"
"AMMO","Ammonium, 24 Hour, Urine","82140"
"NKX3","NKX3.1 Immunostain, Technical Component Only","88342-TC, primary
  88341-TC, if additional IHC"
"RAMBO","Ammonium, Random, Urine","82140"
"CITR","Citrate Excretion, 24 Hour, Urine","82507
    �"
"CITRA","Citrate Excretion, Random, Urine","82507
  82570"
"RALB1","Albumin, Random, Urine","82043"
"A_CR","Albumin/Creatinine Ratio",""
"OXU","Oxalate, 24 Hour, Urine","83945"
"ROXUR","Oxalate, Random, Urine","83945
  82570"
"OXCO1","Oxalate, Random, Urine","83945"
"OXCO3","Oxalate, Calculation, Random, Urine",""
"RAT11","Oxalate/Creatinine Ratio, Urine",""
"CL_F","Chloride, Feces","82438"
"MG_F","Magnesium, Feces","83735"
"POU_F","Phosphorus, Feces","84100"
"OSMOF","Osmolality, Feces","84999"
"LSDS","Lysosomal Disorders Screen, Random, Urine","83789
  83864
  84377
  84275"
